GeneID	B73_Z1_1	B73_Z1_2	B73_Z1_3	B73_Z2_1	B73_Z2_2	B73_Z2_3	B73_Z3_1	B73_Z3_2	B73_Z3_3
Zm00001eb226340	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb216410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb240100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb237230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb248320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb240580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb217730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb239780	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb251760	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb226590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb233670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb217690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb235660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb225100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb230690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb235010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb251790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb237670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb238140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb245540	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb245750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb255910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb229240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb255920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb240070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb246880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb237320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb224580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb226570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb252080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb235190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb240040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb225890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb235210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb234540	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb234230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb226880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb235390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb212000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb237610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb219020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb233740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb219120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb232370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb224980	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb245860	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb247550	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb219840	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb220320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb234560	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb259760	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb219660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb231740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb239250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb256140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb247200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb231940	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb239930	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb238960	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb236020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb259010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb225140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb244480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb234140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb226320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb220500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb218780	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb227170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb230660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb239320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb235870	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb220690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb236260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb239950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb254890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb234590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb239730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb236290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb217670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb243080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb240290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb230000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb225640	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb250500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb253540	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb232840	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb234480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb230790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb236220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb248100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb239640	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb257140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb230010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb252110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb239330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb252070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb221950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb225290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb246680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb231970	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb235300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb238130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb241170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb225220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb228450	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb236310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb251730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb222780	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb218500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb236390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb232480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb223360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb253260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb221450	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb257240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb245830	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb223600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb256220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb256640	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb230100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb231950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb233150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb242040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb213690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb236780	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb230600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb259720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb220180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb255930	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb219440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb240060	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb255630	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb221700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb226250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb243220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb246930	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb227280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb235140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb217510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb245530	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb249370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb239280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb232330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb254110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb258840	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb228030	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb235830	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb248400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb234910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb236210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb223480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb228750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb238260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb223930	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb240780	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb247470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb246690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb217770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb234850	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb234430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb223010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb238990	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb211420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb240770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb225310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb240270	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb246610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb245100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb251240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb240310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb231320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb220100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb220260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb215570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb228470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb235600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb237000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb217520	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb223000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb235430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb218160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb219430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb223690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb250410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb234580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb221210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb233210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb235720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb239630	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb236050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb247980	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb241850	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb237370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb225280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb233710	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb235540	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb228200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb223030	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb244350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb220070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb234800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb434610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb434620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb290470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb259830	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb280940	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb266140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb270160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb275900	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb288500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb275270	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb280260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb294540	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb262190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb297790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb270450	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb264290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb291220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb283700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb264510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb261060	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb296030	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb290500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb275890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb296900	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb259990	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb276350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb259800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb266530	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb269980	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb297720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb269070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb282690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb293100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb287390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb269220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb271610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb268170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb273790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb292170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb266210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb273030	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb266680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb265570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb275970	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb268140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb276520	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb286080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb264900	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb275990	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb261150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb286260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb268290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb288510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb268330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb271990	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb279730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb295280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb270360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb277990	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb271910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb270630	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb284180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb279170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb260110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb276340	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb297220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb276320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb283710	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb262000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb270690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb281620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb279500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb292160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb268340	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb271040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb281310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb288270	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb268350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb289770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb264810	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb271110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb269250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb265480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb270550	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb265700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb265690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb262850	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb276500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb284560	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb260500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb272030	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb285480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb295330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb295570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb293880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb263280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb281440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb266030	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb271300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb275020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zm00001eb273180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
